"FullID"	"Site"	"Sector"	"SampleDate"	"IDSample"	"Succession"	"SiteName"	"Canton"	"Municipiality"	"Altitude"	"Habitat"	"X_WGS84"	"Y_WGS84"	"SiteSectorCentroidsX"	"SiteSectorCentroidsY"	"Light"	"Temperature"	"Continentality"	"Humidity"	"Soil.reaction"	"Nitrogen"	"Salt"	"CanopyCover"	"Moss_g"	"Distance"	"MossComposition"	"mb.moss.prok"	"mb.moss.euk"	"mb.moss"
"LE3N01M"	"LE"	"3"	"24.08.2018"	"S0"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	1022	"Raised peat bog"	7.11572133320043	47.2625172509751	575555.360035426	234669.108800555	6.92727272727273	3.29268292682927	4.68	7.21818181818182	3.3	2	0.0714285714285714	73.789875	0.668700000000001	52557.6705821853	0.145284654189017	-0.0323155894292539	-0.199556456993607	-0.0728058573381376
"LE3N02M"	"LE"	"3"	"24.08.2018"	"G0"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	1022	"Raised peat bog"	7.11572133320043	47.2625172509751	575555.360035426	234669.108800555	6.92727272727273	3.29268292682927	4.68	7.21818181818182	3.3	2	0.0714285714285714	73.789875	0.901500000000001	52557.6705821853	0.145284654189017	0.0463949018987408	-0.46840168167773	-0.226144815676064
"LE4N01M"	"LE"	"4"	"24.08.2018"	"B1"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	1022	"Raised peat bog"	7.11572133320043	47.2625172509751	575561.556657458	234683.949411915	6.92727272727273	3.29268292682927	4.68	7.21818181818182	3.3	2	0.0714285714285714	67.68875	1.078	52573.3711869407	-0.375705652575822	0.0916153725972082	-0.177425912960583	-0.17471717563451
"LE4N02M"	"LE"	"4"	"24.08.2018"	"N0"	"Moss"	"LE - Les Embreux"	"JU"	"Les Gevenez"	1022	"Raised peat bog"	7.11572133320043	47.2625172509751	575561.556657458	234683.949411915	6.92727272727273	3.29268292682927	4.68	7.21818181818182	3.3	2	0.0714285714285714	67.68875	1.2355	52573.3711869407	-0.375705652575822	0.122646678498632	-0.134304138963097	-0.14499627686501
"LM1N01M"	"LM"	"1"	"21.08.2018"	"X0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573977.760281982	138398.617920706	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	42.1135	1.0783	-42483.0824800193	-0.375705653159605	-0.0961632972016864	0.491585652331745	0.173926469892141
"LM1N02M"	"LM"	"1"	"21.08.2018"	"F1"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573977.760281982	138398.617920706	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	42.1135	1.0208	-42483.0824800193	-0.375705653159605	-0.372618889787039	0.839173641119199	0.224736264528314
"LM2N01M"	"LM"	"2"	"21.08.2018"	"H0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573978.338033332	138404.699847433	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	38.3061875	0.848100000000001	-42476.9939579453	-0.375705652837563	0.187899527165394	0.180956170769522	0.0417342520283201
"LM2N02M"	"LM"	"2"	"21.08.2018"	"C0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573978.338033332	138404.699847433	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	38.3061875	0.831300000000001	-42476.9939579453	-0.375705652837563	0.152043316839771	0.147739776233754	0.036432878924723
"LM3N01M"	"LM"	"3"	"21.08.2018"	"D0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573981.005769088	138402.550227785	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	39.7803125	0.906900000000001	-42478.6395980168	-0.774091524828407	0.109553181375757	0.111992846306751	0.0937767307671742
"LM3N02M"	"LM"	"3"	"21.08.2018"	"H1"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573981.005769088	138402.550227785	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	39.7803125	0.999900000000001	-42478.6395980168	-0.774091524828407	0.141310196958931	0.224225564282944	0.0627538632026293
"LM4N01M"	"LM"	"4"	"21.08.2018"	"L0"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573967.942112895	138415.443234814	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	36.7375555555556	1.0568	-42468.2515987464	-0.375705697737667	0.219107795202115	0.207449090811367	0.151066223045879
"LM4N02M"	"LM"	"4"	"21.08.2018"	"N1"	"Moss"	"LM - Les Mosses"	"VD"	"Ormont-Dessous"	1443	"Raised peat bog"	7.10030346114215	46.3964800387024	573967.942112895	138415.443234814	7.84	3.78947368421053	4.42105263157895	8.36	2.39130434782609	1.77777777777778	0.0526315789473684	36.7375555555556	1.0146	-42468.2515987464	-0.375705697737667	0.159604130472996	0.193292836256824	0.162554220154171
"LT1N01M"	"LT"	"1"	"22.08.2018"	"G1"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560271.159701584	149030.356370956	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	59.1985294117647	0.854300000000001	-34434.2824620383	-1.12701275359803	0.0769383631527078	0.402875420345201	0.430879335409604
"LT1N02M"	"LT"	"1"	"22.08.2018"	"A0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560271.159701584	149030.356370956	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	59.1985294117647	0.7677	-34434.2824620383	-1.12701275359803	0.0707123639275511	0.255453933940675	0.306394395741263
"LT2N01M"	"LT"	"2"	"22.08.2018"	"F0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560263.506300241	149027.973188497	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	55.7745625	0.782400000000001	-34437.9775797304	-0.455607817196881	-0.00388323313629923	0.361222638244071	0.344309040432304
"LT2N02M"	"LT"	"2"	"22.08.2018"	"I0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560263.506300241	149027.973188497	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	55.7745625	0.693900000000001	-34437.9775797304	-0.455607817196881	-0.0087564854991925	0.37915236092528	0.377314296964537
"LT3N01M"	"LT"	"3"	"22.08.2018"	"L1"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560257.396140094	149024.327523574	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	66.041	0.855100000000001	-34442.6433389907	-1.27750769206193	-0.0767435244554115	0.468417786207062	0.506891843769295
"LT3N02M"	"LT"	"3"	"22.08.2018"	"K0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560257.396140094	149024.327523574	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	66.041	0.954600000000001	-34442.6433389907	-1.27750769206193	-0.0461488321757215	0.343429558074541	0.260413865351862
"LT4N01M"	"LT"	"4"	"22.08.2018"	"M0"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560253.541032403	149020.935721508	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	52.268	0.968700000000001	-34446.6616553273	-1.42462630725821	0.0582326409124243	0.287606053339063	0.428012020390549
"LT4N02M"	"LT"	"4"	"22.08.2018"	"A1"	"Moss"	"LT - Les Tenasses"	"VD"	"Saint-Légier-La Chiésaz"	1239	"Raised peat bog"	6.92099301776153	46.4913278261721	560253.541032403	149020.935721508	8.26666666666667	3.47058823529412	4.5625	8	1.625	1.42857142857143	0	52.268	1.0696	-34446.6616553273	-1.42462630725821	0.0527650939908807	0.25908468231778	0.347284163006121
"LV1N01M"	"LV"	"1"	"23.08.2018"	"V0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573862.002911599	232275.306157604	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	77.749	1.214	49902.8297691762	-0.375705652374717	0.204203127587372	-0.397968346307646	-0.362893385243669
"LV1N02M"	"LV"	"1"	"23.08.2018"	"R0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573862.002911599	232275.306157604	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	77.749	0.9855	49902.8297691762	-0.375705652374717	0.201933186061492	-0.434589709576793	-0.280075200828441
"LV2N01M"	"LV"	"2"	"23.08.2018"	"Z0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573862.261790127	232287.025332131	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	70.6766875	0.949600000000001	49914.411028229	-0.375705533096196	0.314630531655883	-0.389767996701205	-0.387968545726064
"LV2N02M"	"LV"	"2"	"23.08.2018"	"Y0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573862.261790127	232287.025332131	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	70.6766875	0.816600000000001	49914.411028229	-0.375705533096196	0.31901121932493	-0.596875877916319	-0.47323370802511
"LV3N01M"	"LV"	"3"	"23.08.2018"	"Q0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573856.364292492	232292.454941738	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	84.7745625	0.875600000000001	49918.7158911181	0.0662778795690983	0.28379419637859	-0.373988746248507	-0.328272302681488
"LV3N02M"	"LV"	"3"	"23.08.2018"	"D1"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573856.364292492	232292.454941738	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	84.7745625	0.924300000000001	49918.7158911181	0.0662778795690983	0.308474650418389	-0.364085271550004	-0.331097066889956
"LV4N01M"	"LV"	"4"	"23.08.2018"	"T0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573866.913179354	232301.709537553	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	67.8123125	0.893800000000001	49929.6852587531	-0.375705681797782	0.286817279095721	-0.344646910362067	-0.324384105370091
"LV4N02M"	"LV"	"4"	"23.08.2018"	"J0"	"Moss"	"LV - Les Veaux"	"JU"	"Les Gevenez"	1019	"Raised peat bog"	7.093384	47.2409488000405	573866.913179354	232301.709537553	6.94117647058824	3.25	4.625	7.47058823529412	2.125	1.7	0.1	67.8123125	1.2381	49929.6852587531	-0.375705681797782	0.288083234140494	-0.56902910849226	-0.332911645021213
