FullID	Site	Succession	SampleVolume_mL	Altitude
LT4a09Er	LT	Early	17.5	1239
LT4a10Er	LT	Early	19	1239
LT4a11Lr	LT	Late	10	1239
LT4a12Lr	LT	Late	15	1239
LT4b13Er	LT	Early	10	1239
LT4b14Er	LT	Early	4.5	1239
LT4b15Er	LT	Early	4	1239
LT4b16Er	LT	Early	12.5	1239
LT4N01Mr	LT	Moss	0.968700000000001	1239
LT4N02Mr	LT	Moss	1.0696	1239
LV1a01Lr	LV	Late	7.5	1019
LV1a02Er	LV	Early	5	1019
LV1a03Lr	LV	Late	20	1019
LV1a04Er	LV	Early	7	1019
LV1a05Er	LV	Early	4	1019
LV1a06Lr	LV	Late	15	1019
LV1a07Lr	LV	Late	4	1019
LV1a08Er	LV	Early	7	1019
LV1a09Lr	LV	Late	15	1019
LV1a10Er	LV	Early	5	1019
LV1a14Er	LV	Early	3.5	1019
LV1a15Er	LV	Early	5	1019
LV1a16Er	LV	Early	10	1019
LV1N01Mr	LV	Moss	1.214	1019
LV1N02Mr	LV	Moss	0.9855	1019
LV2a14Er	LV	Early	12	1019
LV2a15Er	LV	Early	5	1019
LV2a16Er	LV	Early	7	1019
LV2b01Lr	LV	Late	7.5	1019
LV2b02Er	LV	Early	3.5	1019
LV2b03Lr	LV	Late	15	1019
LV2b04Lr	LV	Late	9.5	1019
LV2b05Er	LV	Early	4	1019
LV2b06Lr	LV	Late	7.5	1019
LV2b07Lr	LV	Late	12.5	1019
LV2b08Er	LV	Early	2	1019
LV2b09Er	LV	Early	4	1019
LV2b10Er	LV	Early	4	1019
LV2b11Lr	LV	Late	4	1019
LV2b12Lr	LV	Late	5	1019
LV2b13Lr	LV	Late	4	1019
LV2N01Mr	LV	Moss	0.949600000000001	1019
LV2N02Mr	LV	Moss	0.816600000000001	1019
LV3a16Lr	LV	Late	2	1019
LV3b01Lr	LV	Late	3	1019
LV3b02Er	LV	Early	4	1019
LV3b03Er	LV	Early	2	1019
LV3b04Er	LV	Early	1.5	1019
LV3b05Lr	LV	Late	2	1019
LV3b06Lr	LV	Late	2	1019
LV3b07Er	LV	Early	5	1019
LV3c08Lr	LV	Late	2	1019
LV3c09Lr	LV	Late	2	1019
LV3c10Lr	LV	Late	1.5	1019
LV3c11Lr	LV	Late	3	1019
LV3c12Er	LV	Early	2.5	1019
LV3c13Er	LV	Early	1.5	1019
LV3c14Er	LV	Early	2	1019
LV3c15Er	LV	Early	1.5	1019
LV3N01Mr	LV	Moss	0.875600000000001	1019
LV3N02Mr	LV	Moss	0.924300000000001	1019
LV4a14Lr	LV	Late	4	1019
LV4a15Lr	LV	Late	1.5	1019
LV4a16Lr	LV	Late	2	1019
LV4b01Er	LV	Early	4	1019
LV4b02Lr	LV	Late	4	1019
LV4b03Lr	LV	Late	7.5	1019
LV4b04Lr	LV	Late	7.5	1019
LV4b05Er	LV	Early	3.5	1019
LV4b06Er	LV	Early	4	1019
LV4b07Er	LV	Early	2	1019
LV4b08Er	LV	Early	2	1019
LV4b09Er	LV	Early	4	1019
LV4b10Lr	LV	Late	5	1019
LV4b11Er	LV	Early	10	1019
LV4b12Er	LV	Early	3.5	1019
LV4b13Lr	LV	Late	4	1019
LV4N01Mr	LV	Moss	0.893800000000001	1019
LV4N02Mr	LV	Moss	1.2381	1019
MC0020Pr	MC	16S MC Pilot	NA	NA
MC0020Rr	MC	16S MC SMP	NA	NA
MC0100Pr	MC	16S MC Pilot	NA	NA
MC0100Rr	MC	16S MC SMP	NA	NA
NCNNNNNr	NC	NC Pilot	NA	NA
NCNNNNOr	NC	NC SMP	NA	NA
CB1N01Qr	CB	Moss	0.873800000000001	605
CB1N02Qr	CB	Moss	0.812100000000001	605
CB2N01Qr	CB	Moss	0.564600000000001	605
CB2N02Qr	CB	Moss	0.730700000000001	605
CB3N01Qr	CB	Moss	0.571500000000001	605
CB3N02Qr	CB	Moss	0.822200000000001	605
CB4N01Qr	CB	Moss	0.561600000000001	605
CB4N02Qr	CB	Moss	0.658900000000001	605
LE1N01Qr	LE	Moss	0.5732	1022
LE1N02Qr	LE	Moss	0.719000000000001	1022
LE2N01Qr	LE	Moss	0.956400000000001	1022
LE2N02Qr	LE	Moss	0.7669	1022
LE3N01Qr	LE	Moss	0.668700000000001	1022
LE3N02Qr	LE	Moss	0.901500000000001	1022
LE4N01Qr	LE	Moss	1.078	1022
LE4N02Qr	LE	Moss	1.2355	1022
LM1N01Qr	LM	Moss	1.0783	1443
LM1N02Qr	LM	Moss	1.0208	1443
LM2N01Qr	LM	Moss	0.848100000000001	1443
LM2N02Qr	LM	Moss	0.831300000000001	1443
LM3N01Qr	LM	Moss	0.906900000000001	1443
LM3N02Qr	LM	Moss	0.999900000000001	1443
LM4N01Qr	LM	Moss	1.0568	1443
LM4N02Qr	LM	Moss	1.0146	1443
LT1N01Qr	LT	Moss	0.854300000000001	1239
LT1N02Qr	LT	Moss	0.7677	1239
LT2N01Qr	LT	Moss	0.782400000000001	1239
LT2N02Qr	LT	Moss	0.693900000000001	1239
LT3N01Qr	LT	Moss	0.855100000000001	1239
LT3N02Qr	LT	Moss	0.954600000000001	1239
LT4N01Qr	LT	Moss	0.968700000000001	1239
LT4N02Qr	LT	Moss	1.0696	1239
LV1N01Qr	LV	Moss	1.214	1019
LV1N02Qr	LV	Moss	0.9855	1019
LV2N01Qr	LV	Moss	0.949600000000001	1019
LV2N02Qr	LV	Moss	0.816600000000001	1019
LV3N01Qr	LV	Moss	0.875600000000001	1019
LV3N02Qr	LV	Moss	0.924300000000001	1019
LV4N01Qr	LV	Moss	0.893800000000001	1019
LV4N02Qr	LV	Moss	1.2381	1019
